UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,ProcessedTweet
9290,54242,Northern California,19-03-2020,[RD] If your job is so essential that you can t get off for a killer global pandemic ...,Extremely Negative,If job so you can get off for a global pandemic you deserve 15 an hour and a union
7914,52866,"Florida, USA",18-03-2020,"[RD] So, I say this as someone that *works from home all the time* and I do most of m...",Extremely Negative,"So, I say this as that *works home all the and do most of my shopping online- the is making me crazy. great at social distancing but I can no longer avoid people at the grocery and my yogaÂs been #namastehome"
18205,63157,here that tapping? ,21-03-2020,[RD] Am I the only one that doesn't care about the #CoronaCrisis ? I'm more bothered ...,Extremely Negative,"Am I the only one that doesn't care about the #CoronaCrisis ? I'm more about all the people that have panic bought, they should be ashamed of themselves as we now have parents who can't buy food for their children and pensioners that eat, #shopresponsibly"
14018,58970,"Dublin, Ireland",20-03-2020,"[RD] @cdutilhnovaes Yes, and ditto here. Have only left the house three times for qui...",Extremely Negative,"@user Yes, and ditto Have only left the house three times for quick trips since all this broke. We are bringing in emergency powers to deal covid sufferers that refuse to ItÂs a slippery Bu"
6650,51602,Possibly in SchrÃ¶dinger's Box,18-03-2020,[RD] There will be special places in Hell for people who panic buy now knowing full w...,Extremely Negative,There will be special places in Hell people who panic buy now knowing full well they are deliberately depriving of essential things and food for their pets and those desiccated arse scrapings who hike prices profit from crisis
37594,82546,Hong Kong,08-04-2020,[RD] Stop panic buying: healthy food to last you through a crisis https://t.co/OtuDJB...,Extremely Negative,Stop panic healthy food to last you through a crisis http via @user #covid
12461,57413,,20-03-2020,[RD] can we get 'armed' security guards in the supermarket to scare the selfish bulk ...,Extremely Negative,"can we get 'armed' security guards in the supermarket to scare the selfish bulk hold like a fake up at them like ""PUT. THE TOILET ROLLS. DOWN. NOW""? #covid"
29967,74919,,02-04-2020,[RD] Dubai Economy fines 8 pharmacies and two pharmaceutical companies for manipulati...,Extremely Negative,Dubai Economy 8 pharmacies and two companies for manipulating prices of face masks amid the crisis covid
9913,54865,"Columbus, NJ",19-03-2020,"[RD] Severe blood?shortages because of blood drives cancelled due to #coronavirus, co...",Extremely Negative,blood?shortages because of blood drives cancelled to consider blood when you go out to the grocery store! http
27231,72183,"Arkansas, high ground #MAGA",26-03-2020,[RD] The is being used to push for a cashless society along with Both of which we mus...,Extremely Negative,The is being used to for society along with Both of which reject that money spreads viruses ridiculous Every time you go to a supermarket you get a shopping trolley one that would have been used hundreds of times
6734,51686,,18-03-2020,[RD] how some (well one colleague) interpreted the News about #coronavirus &amp;Panic...,Extremely Negative,how some one colleague) interpreted the News about #covid &Panic Buying over 3min tv news report she it was like World War II effort required ect then VT cut to panic buying: That resulted in my colleague interpreting it as WWII food rations & raced to shops http
37708,82660,"Rapid City, SD",08-04-2020,[RD] Today I decided I will be determining the severity of Covid-19 by gas prices. Th...,Extremely Negative,Today I decided I will severity of covid by gas prices. That shit getting great depression
6346,51298,Canada,17-03-2020,"[RD] CANADA AND THE #CORONAVIRUS 
Mike Von Massow, a professor of Food, Agriculture...",Extremely Negative,"CANADA AND #covid Mike Massow, a professor of Food, Agriculture and Resource Economics at the University of Guelph, said we have likely seen the worst of the panic buying, and that products are replenished, the panic may more."
31825,76777,"Hollywood, Los Angeles",04-04-2020,[RD] Now that no country has escaped #Coronavirus it saddens me that there isnt a glo...,Extremely Negative,"Now no country has escaped #covid it me that there isnt a global collective to fighting #covid. there a effort to make PPE, masks or ventilators. Just bidding driving up the prices of life saving equipment. ItÂs criminal."
15109,60061,Spain,20-03-2020,"[RD] At our local Spanish supermarket this morning:

* A managed queue to get in ...",Extremely Negative,"At our local Spanish supermarket this morning: * A managed to get in and at checkout, social distancing * Plastic for everyone * All staff wearing gloves masks * No panic buying * Shelves fully stocked Assuming similar in the UK. #covid"
40341,85293,"Dallas, Texas",09-04-2020,"[RD] Farmers are dumping milk, breaking eggs as coronavirus closings destroy demand. ...",Extremely Negative,"Farmers are dumping milk, breaking eggs as covid closings destroy #covid http via @user"
18323,63275,"Cleveland, OH",21-03-2020,"[RD] @Walmart  not offering #grocery pick up during #coronavirus, how fuckin stupid. ...",Extremely Negative,"not offering #grocery pick up during #covid, how stupid. are now being directed to online shopping or Curbside pickup but you this service now? SMH #Walmart"
11168,56120,,19-03-2020,"[RD] In low income economies with staple diets, international companies should explor...",Extremely Negative,"In low economies with staple diets, international should explore land rental options to produce food for staff over the next 12-24 months case panic buying due to becomes a thing."
30850,75802,"London, England",02-04-2020,[RD] The first person in Britain to be arrested and convicted under the Coronavirus A...,Extremely Negative,"first person in Britain be arrested and convicted under the covid Act is a Black woman. Arrested fined for 'failing to identity or reasons travel to police, failing to comply with requirements'. 2020."
38502,83454,New York State,08-04-2020,[RD] The following link is information on how consumers can report fraudulent product...,Extremely Negative,The following link is information on how can report fraudulent products. is imperative with uprising of fake covid medical products. http Yorkers can contact Consumer Complaint Coordinator (toll-free).
19718,64670,"Bexhill, England",22-03-2020,"[RD] @BorisJohnson @10DowningStreet @bbcquestiontime One thing I'd like to see, is pr...",Extremely Negative,"@user @user @user thing I'd like to see, is proper and enforcement for supermarket workers who, no fault of their own, have had endure days of abuse from vile, selfish idiots. #covid #CoronaCri"
13111,58063,,20-03-2020,[RD] 19 Are white collar workers and the working classes being treated differently du...,Extremely Negative,19 Are white collar workers and the working being treated differently during the crisis
12652,57604,"Nairobi, Kenya",20-03-2020,[RD] 2 Shelter Food amp Hygiene Exposure Lack of opportunities losing jobs USD stuck ...,Extremely Negative,Food amp Hygiene Exposure Lack of opportunities losing jobs USD stuck in the country risk sickness Health risks about virus amp pregnancy Food shortage no income health covers
20830,65782,Australia,23-03-2020,[RD] #Coronavirus has helped drive Australia's interest to a record low. It was cut t...,Extremely Negative,"#covid has helped drive Australia's interest to a record low. was cut 0.25%, the lowest history. Could Australia's interest hit negative per cent? What happens in a world of negative interest rates? More: http http"
4655,49607,"Phoenix, AZ",17-03-2020,"[RD] After braving the local grocery store, in a town of 55,000, I am officially scar...",Extremely Negative,"braving the local grocery store, in a town of 55,000, I officially scared. Not of #covid but of How easily people are, how selfish and how we react in a of crisis. This crisis isn't even a big one."
21323,66275,"Chicago, IL",23-03-2020,[RD] #McKinsey is tracking tracking consumer sentiment to gauge how peopleÂs expecta...,Extremely Negative,"#McKinsey is tracking tracking consumer sentiment gauge how peopleÂs expectations, incomes, change the covid crisis. Initial US survey data was collected last week, & will updated http"
37293,82245,"Durban, South Africa",08-04-2020,[RD] Tiger Brands expects consumers to struggle after the Covid 19 crisis...,Extremely Negative,Tiger Brands expects to struggle after the covid crisis
9194,54146,?,19-03-2020,[RD] @anandmahindra By withholding crucial information for weeks #China has put the w...,Extremely Negative,By withholding crucial information for weeks #China has put the world at risk. No other been criminally irresponsible while handling a pandemic. The world is paying a v high price for the supposedly low prices of Chinese
29375,74327,,01-04-2020,[RD] Northumberland Police is warning people to be viligant as more Covid-19 scams ar...,Extremely Negative,Northumberland Police is warning people to be viligant as more covid scams are reported. The force is aware of an text being sent the public asking to share personal details reports of online shopping scams. More:https://t.co/tMZpQBQg3y http
31710,76662,"Fort Worth, TX",04-04-2020,"[RD] That fool trump said ""the gas price would be at 90Â¢ thats crazy those prices ha...",Extremely Negative,"fool trump said ""the gas price be at crazy those prices havent been seen WHAT 1950!"" I gas price in 90s I AM CRYING NOW? #covid http"
7665,52617,UK,18-03-2020,"[RD] Sainsburys, tesco and Waitrose have zero collect or delivery slots for weeks. Sa...",Extremely Negative,"Sainsburys, tesco and Waitrose have zero collect or slots weeks. Same for ocado. At rate soon sick people will be forced to leave home get essentials.Please do not book online grocery unless you have to! It is better for all of us if sick people at home."
15793,60745,"Rotherham, England",20-03-2020,[RD] #Covid_19 stop panic buying theres enough food etc for everyone https://t.co/FfA...,Extremely Negative,stop panic buying enough food etc everyone http
5645,50597,"San Diego, CA",17-03-2020,[RD] No food anywhere. Grocery stores empty.  Was counting on @AmazonFresh to see me ...,Extremely Negative,"No food anywhere. Grocery stores empty. Was counting on @user to see me through this crisis, but no. They show food in stock, but no delivery times available & no to schedule beyond 3 days out. Have given up on them. #covid"
6524,51476,Atlanta / Toronto ?? ??,18-03-2020,[RD] I hit a grocery store and am looking at the crowd here  at Sam's and I have seen...,Extremely Negative,I a grocery store looking at crowd here Sam's and have seen a total of 2 masks even respirators) combined. this shit is going to get BAD. None of those people know what social distancing is either. It's unreal ? #covid #covid
35405,80357,Canada,07-04-2020,[RD] @Espcoffee8 On January 25th I started to warn people about #Coronavirus as I con...,Extremely Negative,@user On 25th I started warn people about #covid I contracted H1N1 and that not pleasant could see this coming back then started to stock buy masks and sanitizer knew this would be a long haul no one listened.
34478,79430,United Kingdom,06-04-2020,"[RD] In The News: ""Nervous consumers hoard groceries and restaurants go take-out, whi...",Extremely Negative,"In The News: ""Nervous consumers hoard groceries and restaurants go take-out, while skyrockets and food pantries suffer. But solutions exist.Â @natgeo looks at rising food waste & food insecurity amid #covid panic: http #waste #news"
14924,59876,British European ,20-03-2020,[RD] #Coronavirus: Two US #Republican Senators face calls to resign over #InsiderTrad...,Extremely Negative,#covid: Two US #Republican Senators face calls to resign over #InsiderTrading - selling prices fell due covid fears. http #business #covid
38653,83605,"Ontario, Canada",08-04-2020,[RD] I get it that there s a disruption in the food supply chain during pandemic but ...,Extremely Negative,I get that there s a disruption in the food supply chain during pandemic but prices saw at grocery were beyond outrageous When a loaf of major brand bread is up 1 1 amp milk up 75 from a month ago someone should be arrested
16142,61094,,21-03-2020,[RD] Selling sanitizers and mask   at higher prices doesn t qualify for any kind of b...,Extremely Negative,Selling sanitizers and mask at higher prices t qualify for any kind business strategy Selling people s fear at price will bad vibe among the people
32966,77918,South Africa,05-04-2020,[RD] In the urgent search for a 19 cure has a chance to be a hero But let s not forge...,Extremely Negative,In urgent search for a 19 cure has to be a hero s not forget the last 5 years of high prices and suffering You can bet they try to write the rules in this crisis while everyone s attention on survival
33865,78817,,06-04-2020,[RD] Gas utility companies run out of steam due to the Coronavirus impact Demand dest...,Extremely Negative,Gas utility companies run out of due to the covid Demand could offset gains from lower gas prices An analysis
23607,68559,"Tamil Nadu, India",24-03-2020,"[RD] Ã  As buyers stock up, exports of cereals, processed food, spices spike

Ã...",Extremely Negative,"Ã As buyers stock up, exports of cereals, processed food, spices spike Ã South-based auto makers production fight against covid With April 1 deadline looming, more than 7 lakh BS-IV vehicles are lying"
13022,57974,"Ann Arbor, MI",20-03-2020,[RD] Oil prices have fallen precipitously as Saudi Aramco draws other producers into ...,Extremely Negative,Oil prices have fallen precipitously as Saudi Aramco draws other into a war of attrition
18795,63747,"Birmingham, England",22-03-2020,[RD] There have been chaotic scenes at some supermarkets with shoppers not heeding ad...,Extremely Negative,There have been chaotic scenes at some supermarkets shoppers not heeding advice to panic buying At one supermarket in the Black Country NHS workers who had been given early access the store were unable to get reports
41594,86546,,11-04-2020,[RD] have charged a 77 year old from for assault and uttering threats after a grocery...,Extremely Negative,charged a 77 year old from for assault after a grocery store employee was assaulted when they told a customer that they to use a cart promote Remember now more than ever we need to be kind and patient kj
18056,63008,"Sheffield, UK, Europe, Earth",21-03-2020,[RD] I donÂt think IÂll be going to the supermarket today.. wait a few days maybe t...,Extremely Negative,"I donÂt IÂll be going to the supermarket today. wait a few till all the people gone insane have their selfish shopping tantrums, up a few Plus go visit local independents like Zeds, Barra, Pops. #CoronaCrisis #stockpiling #stopstockpiling"
30655,75607,Katoomba ?? & Bangkok ?? ,02-04-2020,[RD] @lynlinking this type of demonisation &amp; stereotyping of 'foreign threats' fr...,Extremely Negative,"@user this type of demonisation & stereotyping of 'foreign threats' from Ministers & now @user leadership is not helpful for tackling #covid crisis for remarks that backpackers should just 'go home', then how? few options"
22617,67569,,23-03-2020,[RD] @itvnews Why has @Chrisitv just given petrol stations a plug by telling us fuel ...,Extremely Negative,@user Why has @user just given petrol stations a plug by telling us prices are falling. will just start a panic on fuel and the next thing - fuel #covid
38412,83364,"Boston, MA",08-04-2020,"[RD] The @bbb_us warns scammers trying to defraud consumers with phony cures, fake ma...",Extremely Negative,"The @user warns scammers trying to defraud consumers with phony fake masks, payment scams, government impersonation and more related to #covid. #MAConsumer Learn about the latest virus related #scams: http"
13550,58502,United States,20-03-2020,[RD] A new vision for district 11. In these times of crisis we must follow all regula...,Extremely Negative,"A new vision for 11. times of crisis we must follow all regulations and guidelines to overcome this crisis together. and be selfish at the grocery store. LetÂs fight this pandemic as a community. We not immune, no one is. #covid http"
39842,84794,Oklahoma City area,09-04-2020,[RD] I went out to shop for food and nearly got a panic attack from being around peop...,Extremely Negative,"I out to shop for food and got a panic attack from being around people, moving AWAY from people! I hate this"
23835,68787,Covering the UK,24-03-2020,[RD] Coronavirus: fuel price falls as Morrisons and Asda introduce ÂunprecedentedÂ ...,Extremely Negative,covid: fuel price falls as and Asda introduce cuts http Supermarket giants and Asda have reduced their fuel prices by 12p per litre for petrol 8ppl for diesel as the covid covid crisis continues.
36256,81208,"Washington, DC",07-04-2020,[RD] 77% of PR firms expect loss of earnings as pressure its consumer spend: #Covid19...,Extremely Negative,"77% PR firms loss of earnings pressure its consumer spend: PRovoke /ICCO global survey reveals cancelled campaigns, marketing budget cuts and loss of earnings. http via @user"
11187,56139,,19-03-2020,[RD] Statement By CUB Executive Director David Kolata On ICC Consumer Protection Meas...,Extremely Negative,Statement By Executive Director David On ICC Consumer Protection Measures Amid covid Crisis
9800,54752,Lebanon,19-03-2020,[RD] Controversial Israeli spyware firm #NSO builds software tracking/analysing mobil...,Extremely Negative,Controversial Israeli spyware #NSO builds software tracking/analysing mobile data to map #covid A source told me being piloted now. Comes amid mounting of infringement of privacy states use our smartphones to find infected http
13076,58028,,20-03-2020,[RD] Correct terms for the coronavirus #CoronaVirusUpdate #COROVID19 #CoronaCrisis th...,Extremely Negative,"Correct terms for the covid #CoronaVirusUpdate #COROVID19 #CoronaCrisis the great bogg crisis, roll crisis, anything I need crisis, supermarket crisis, ventilator crisis, please add anything extra."
21912,66864,In my own Utopia ,23-03-2020,[RD] Businesses inflating prices amid this global pandemic People who are panick buyi...,Extremely Negative,Businesses inflating prices amid this global pandemic People who are panick buying and making people suffer especially elderly Shame on both of you
20203,65155,Global,22-03-2020,"[RD] From @SPGMarketIntel: Crude prices, oil and gas indexes tank at unprecedented pa...",Extremely Negative,"From @user Crude prices, oil and gas tank at unprecedented pace, as efforts to mitigate the #covid pandemic grind commerce into low gear: http http"
5675,50627,"Boring State, United States",17-03-2020,[RD] Local case of Covid-19 now and I've been stuck at my essential retail job with c...,Extremely Negative,case covid now and I've been stuck at my retail job with customers talking about trips they just back from. Store shelves are being nearly emptied daily i live in a small city. It's going to be hard to avoid this.
5524,50476,"Dublin City, Ireland",17-03-2020,[RD] Broke my heart today walking around the supermarket and seeing the look of absol...,Extremely Negative,Broke my heart walking around the supermarket seeing the panic on all of the elderly peopleÂs faces because of of them selfish clowns who are clearing the shelves. fucking Fuck & Fuck covid ?
19102,64054,,22-03-2020,[RD] @piersmorgan can you champion prison officers that are going behind the walls wi...,Extremely Negative,you prison officers that are going behind the walls with most dangerous society please! These places have covid cases let we have to deal with escalated violence during lockdown! We canÂt get food and
27887,72839,TRUTH @ NO JUDGEMENT ZONE,26-03-2020,"[RD] #NewBlackMedia

THIS. MUST. STOP!

Redirecting on #grocery store germ wa...",Extremely Negative,#NewBlackMedia THIS. MUST. STOP! on #grocery store germ warfare as teens purposefully ruin #produce #food #contamination https://t.co/W6Y7fat6eh
43623,88575,,13-04-2020,[RD] I'd  Rather  Die Than Embarrass  Myself  By  Wearing A Face Mask  To  The Grocer...,Extremely Negative,"Die Than Myself By Wearing A Face To The Grocery Store . What About Y'all . World? #covid #covid #Corono #Virus Do Your Part Stop The Virus , Wear A Mask #United #States #of"
40144,85096,Red Moon over a Blue Sea,09-04-2020,"[RD] @ellymelly There is no Easter Sunday at grandmaÂs this year.

There is nowh...",Extremely Negative,"@user There is no Easter Sunday at grandmaÂs year. There nowhere to drive to. Only the supermarket, the & the No extensions. No change guidance. No exceptions. ThatÂs the message."
14990,59942,All Rites Reversed ? 2020,20-03-2020,[RD] The best thing about being vegan during the Covid-19 outbreak is that there's no...,Extremely Negative,The best thing about being during covid outbreak is there's no shortage of tofu at the supermarket. The worst thing that tofu makes terrible substitute toilet paper.
24338,69290, ? ??? ?t ?? l???? ?t ??,25-03-2020,[RD] A man in New Jersey was #Charged with terroristic threats and various other crim...,Extremely Negative,"man in New Jersey was #Charged with terroristic threats and various other crimes on Tuesday after allegedly coughing on a supermarket employee, telling her he had contracted the novel #covid (covid), and insulting her and other . https://t.co/LAE6ahgPdm http"
19205,64157,Mother Earth,22-03-2020,"[RD] Several #btc charts by #twitter monkeys.  ?
#coronavirus has just started all ...",Extremely Negative,"Several #btc charts by #twitter ? has just started all around the world. Impacts are not done and we will see bottom prices again. The worst is yet to come. After May take into consideration the predictions., charts etc."
18398,63350,Lagos,21-03-2020,"[RD] Kroger Is Denying Paid Leave To Quarantined Workers, Despite Promises - Two Krog...",Extremely Negative,"Kroger Is Denying Paid Leave To Quarantined Workers, Promises - Two Kroger supermarket employees who need to self-quarantine because they are high risk of contracting covid that the chain refusing to them. http http"
4072,49024,"Media City, Salford",16-03-2020,[RD] To the shops hiking up prices shame on you! I don't mean people cashing in on eB...,Extremely Negative,"the shops hiking up prices on you! I don't mean people on eBay etc I mean actual local shops increasing prices of meat, rice etc. I thought we were trying get through this together! Ridiculous ? #covid"
4277,49229,,16-03-2020,[RD] I ran to the grocery store to pick up things for dinner. Went to get a bottle of...,Extremely Negative,"I ran to grocery store pick up things for Went get of lime OUT, shelves are bare. But vote for or & expect that shit daily. Biden will give all your money to illegals and themselves, bernie you'll pay $50 for bread. #covid ?"
10183,55135,Bikeville ,19-03-2020,[RD] @chrisbrooke1971 He's right mostly. There's no problem with the food supply chai...,Extremely Negative,@user He's right mostly. There's no problem with the food supply chain it's people panic buying that are causing this. single one who's piling into that store is risking catching #covid anyway. ? #SocialDistancingNow #FlattenTheCurve
32332,77284,,04-04-2020,[RD] Our Sodepur branch staff not only encouraged people to practice Social Distancin...,Extremely Negative,Our Sodepur staff not encouraged people to practice Social also provided them with sanitizer. LetÂs this pandemic together. #covid #covid #SBIFamily #ProudSBI http
25659,70611,"Jaipur, India",25-03-2020,[RD] Pak PM Imran Khan announces Rs 1 2 Trillion Covid 19 Package I do not what he wa...,Extremely Negative,PM Imran Khan announces Rs 1 2 Trillion covid I not what he was to but he also said Chaos more dangerous covid if we take any in haste it will have a dire impact on the society
44088,89040,,13-04-2020,[RD] Attention Face coverings are not a substitute for period I m forced to wear one ...,Extremely Negative,Attention Face coverings a substitute for period I forced to wear one in the grocery store but nowhere else wearing a mask made me to touch my face amp that is no good If you re sick or high risk or paranoid wear one
39012,83964,,08-04-2020,[RD] @DiamondandSilk Black people are dying at a higher rate from COVID-19 than any o...,Extremely Negative,"@user people are dying at a higher from covid than any other group. Trump rolled back Obama fuel economy rule, increasing emissions during climate crisis, and during a respiratory virus no less. SHAME YOU! http"
20264,65216,United Kingdom,22-03-2020,[RD] #loorollgate strikes again. Spotted today at supermarket - desperate poet dumps ...,Extremely Negative,#loorollgate strikes again. Spotted today supermarket - desperate poet placard in trolley bay! #panicbuying #hoarding #covid #covid http
10841,55793,Fiji,19-03-2020,[RD] Covid-19 panic shopping frenzy..#2 Namaka Consumers Supermarket. Panic kicking i...,Extremely Negative,covid panic shopping frenzy. #2 Namaka Consumers Panic kicking in as rain continues heavily. http
19935,64887,,22-03-2020,"[RD] With oil prices falling amid the COVID-19 recession, it's the beginning of the e...",Extremely Negative,"With oil prices falling amid covid it's of the end for With prices plunging, the entire oil industry in peril. What's bad for investors is good for the https://t.co/b2QbIe4p8L"
14635,59587,,20-03-2020,[RD] When all the grocery store associates become sick or dont come to work due to be...,Extremely Negative,"When all the grocery store associates become sick or dont come to work due to being afraid of the #covid a few things might happen, more people will use self checkout, which will lines go slower due to lack of check lanes."
18688,63640,SEAPORT1A,22-03-2020,[RD] Brutal Apple confirms devices left for repair at retail stores can t be picked u...,Extremely Negative,Brutal Apple confirms left for repair at retail stores can t be picked due to covid 9to5Mac
42350,87302,Everywhere,11-04-2020,"[RD] #OPEC is a price fixing #Cartel. 

Hurts consumers.

Enriches  enemies &...",Extremely Negative,#OPEC is a price fixing Hurts consumers. Enriches enemies & dictators. Supply cuts are & violate #US law. Low #oil prices cure low #Trump #5G #business #money #covid #COVID?19 #Russia #BillGates #Trending
8842,53794,In the hollows of my mind,18-03-2020,[RD] Whether first responders after 9/11 or grocery workers during this global pandem...,Extremely Negative,"Whether first responders after 9/11 or grocery workers during this I find it disheartening that it requires a major crisis value hard working people, especially lower paid occupations #covid"
37227,82179,"Adelaide, South Australia",08-04-2020,[RD] A shocking attack on a Salisbury councillor has exposed a rise in COVID-19 relat...,Extremely Negative,"A shocking on a Salisbury councillor has a rise covid related racism across the state. Mother-of-two, Savry Ouk was verbally abused and spat on grocery shopping. http #covid http"
13914,58866,"Hackney, London",20-03-2020,[RD] The fat arrogant bastard who owns the corner shop at the top of Beatty Road in #...,Extremely Negative,The arrogant bastard who owns the shop at the top Beatty Road in #StokeNewington has put ALL his prices up and gels for Â£8.99! Wait until this is @user @user
13285,58237,,20-03-2020,[RD] #Coronavirus #UK : Launch of task force to stop companies exploiting the crisis ...,Extremely Negative,#covid #UK : Launch of task force stop companies exploiting the crisis with excessive prices. http
8024,52976,"NW Washington state, USA??",18-03-2020,"[RD] Oil prices lowest since 2003
U.S. #oil prices reached their lowest point since...",Extremely Negative,Oil prices lowest since 2003 U.S. #oil prices reached their lowest point 2003 Wednesday as #covid has reduced demand in countries around the world. #covid #covid https://t.co/79cWPX1zef
12523,57475,Shropshire,20-03-2020,"[RD] Seriously, STOP STOCK PILING. It's not the #CoronaVirus causing the shortages, b...",Extremely Negative,"Seriously, STOP STOCK PILING. not the #covid the shortages, but people panicking for no I despair, I really do. ? Fin/ #ProtectTheVulnerable"
44557,89509,,13-04-2020,[RD] @mkauai @seanmdav And:. Calls to suicide hotlines up 300%.....a grin statistic f...,Extremely Negative,"@user @user And:. to up 300%. a grin for Farmers dumping milk, restaurants to grocery stores to food loss. Isolation decreases immune system, adds obesity"
12263,57215,"Hell, MI",19-03-2020,[RD] Today COVID-19 mood: fighting over who gets to go to to grocery store bc there n...,Extremely Negative,Today covid fighting over who gets go to grocery store bc there no other valid reason to leave the house right now but if I donÂt go somewhere I will kill entire family and then myself.
31835,76787,Abingdon VA,04-04-2020,"[RD] Yesterday, my husband went to 7 different stores to find toilet paper for his 83...",Extremely Negative,"Yesterday, my husband went to 7 to find toilet paper for his 83 yo, blind, wheelchair bound father, with NO Let's say it STOP?HOARDING?YOU? FUCKING ?ASSHOLES? #StopHoarding #dontbeanasshole #covid #ourseniorsdeservebetter"
16294,61246,"Derbyshire, England",21-03-2020,[RD] Please don't be a but supermarket tard #Covid_19 #coronavirus #StayAtHome...,Extremely Negative,Please don't a but supermarket tard #covid #covid #StayAtHome
16721,61673,"Calgary, Alberta",21-03-2020,[RD] Brescia Lombardy A 48 y o supermarket cashier has died She had a high fever and ...,Extremely Negative,Brescia A 48 y o supermarket has died She had a high fever and called in sick on Monday A mayor dead in Emilia Romagna In Lazio a whole institute tests positive Almost 1 out of 10 cases is a far medical 19
28588,73540,,27-03-2020,[RD] People if you can t get a test get a mask If you can t get a mask make it yourse...,Extremely Negative,People if you can t get a test get a mask If you t get a mask it yourself It s late but not late look than sorry
44660,89612,"New York, NY",13-04-2020,"[RD] More protection and compassion for grocery store staff. 
#MondayMotivation #co...",Extremely Negative,"More protection compassion for grocery store staff. #MondayMotivation #covid #covid #covid ÂIt like a war zoneÂ: more of them grocery workers increasingly fear showing up at work"" http"
10626,55578,"Toronto, Ontario",19-03-2020,[RD] Sign the petition to eliminate peak time usage fees as we are all at home during...,Extremely Negative,Sign petition to eliminate peak time usage fees as we are all at home during this Doug Capping prices to off times during covid isolation Sign the Petition! http via @user
10090,55042,Worldwide,19-03-2020,"[RD] If we think it's bad now what with a lack of #COVID19 test kits, grocery store i...",Extremely Negative,"If we think it's bad now what a lack of #covid test kits, grocery store items & TP hoarding, what happens if a vaccine's developed & becomes available in limited supply. #covid"
37110,82062,,07-04-2020,[RD] @judgeyourself99 @itsJeffTiedrich @realDonaldTrump People talk about Trump not b...,Extremely Negative,"@user @user People talk about Trump not being proactive to covid, was not proactive to housing market collapse which lead to the which lead to gas prices reaching over a gallon. People"
8509,53461,Kenya,18-03-2020,"[RD] In Rwanda , President Kagame has fixed prices of essential commodities amid an o...",Extremely Negative,"In Rwanda , President Kagame has fixed prices of commodities amid an outbreak of #covid . In Kenya , Jameson calling for prayers on Saturday. The tragedy of the Nation #CoronavirusOutbreak http"
20281,65233,"New York, NY",22-03-2020,[RD] HoustonÂs office market faces a double whammy from oil turmoil and coronavirus ...,Extremely Negative,HoustonÂs office faces a whammy from turmoil covid http Houston office market is for an economic storm. Weakening oil demand and prices together with the wider economic downturn caused by the covid covid pÂ http
25111,70063,"Alameda, CA",25-03-2020,"[RD] COVID-19, Crude Price War, Rising LPG Export Capacity Fuel Bearish Trend in Tank...",Extremely Negative,"covid, Price War, Rising LPG Capacity Fuel Bearish in Tank Car Sublease Markets - http"
42096,87048,Kurdistan ,11-04-2020,[RD] The downfall of oil prices and the negative impacts has already left on the KRG ...,Extremely Negative,downfall of oil prices and negative has already left on the KRG economy as as the of KRG about economic reforms amp tackling corruption amp no authentic amp longterm agreements w r main causes for the new crisis
6021,50973,South Carolina,17-03-2020,[RD] Tips from @FTC on how to avoid Coronavirus scams. https://t.co/KDwcl3EG4I #COVID...,Extremely Negative,Tips from @user on how to avoid covid scams. http #CoronavirusOutbreak #covid http
13012,57964,"In a hammock, Eastern Europe.",20-03-2020,[RD] Can people PLEASE stop panic buying and emptying the shops There is enough for e...,Extremely Negative,Can people PLEASE stop panic buying and emptying the shops There is enough for if just fucking shopped as normal So sick of this so sick of not being able to buy food sick of hearing my parents and very sick are unable to food
19192,64144,,22-03-2020,"[RD] Emergency shipments of #toiletpaper are on the way, so don't panic! ?

#coro...",Extremely Negative,"Emergency of #toiletpaper on the way, so don't panic! ? #covid #ToiletPaperApocalypse http http"
29660,74612,United States,01-04-2020,"[RD] Is consumer #privacy dead and can it be revived?
Governments expanded motionin...",Extremely Negative,"Is consumer #privacy dead and can it be revived? expanded motioning of people with electronic surveillance, facial recognition, and biosecurity sensors to fight the #covid pandemic. Here are examples government actions covid Times. https://t.co/LKkgnQpiBv"
7168,52120,,18-03-2020,[RD] Coronavirus: Boris Johnson Shoreditch mural says 'stop panic buying' via @BBCNew...,Extremely Negative,covid: Johnson Shoreditch says 'stop panic via @user https://t.co/85RuTMGiKB #UK #consumers #food #covid #covid #virus #health #healthcare #medicine #science #research #travel #travellers #economy #politics #RegionalSecurity #WHO
15744,60696,"England, Yorkshire",20-03-2020,"[RD] UK Critical Care Nurse Cries at Empty SuperMarket Shelves, Coronavirus Panic Buy...",Extremely Negative,"UK Critical Care Nurse Cries at Empty SuperMarket Shelves, covid Panic Buying Stockpiling https://t.co/bblsQx7K8t @CoronaVirusUPDT #covid #covid"
38640,83592,"Paris, France",08-04-2020,[RD] Motilal Oswal - MOSL: Morning India (8/April/20): 1. Technology (Expect COVID-19...,Extremely Negative,Motilal Oswal MOSL: Morning India (8/April/20): 1. Technology (Expect covid uncertainty overshadow 4Q results); 2. Consumer (Commodity costs largely benign); 3. PNB Housing Finance (AUM declines sequentially): MOrning IndiaÂ http #equity http
